基金代码,基金简称,公告日期,截止日期,机构投资者持有的基金份额,机构投资者持有的基金份额占总份额比例,个人投资者持有的基金份额,个人投资者持有的基金份额占总份额比例,定期报告所属年度,报告类型
004596,中科沃土沃安中短期利率债债券A,2020-04-29 00:00:00,2019-12-31 00:00:00,4911091.46,17.07,23857896.22,82.93,2019,年度报告
004632,平安合意定期开放债券,2020-04-28 00:00:00,2019-12-31 00:00:00,1004986583.69,100.0,0.0,0.0,2019,年度报告
004647,新华鼎利债券A,2020-03-26 00:00:00,2019-12-31 00:00:00,994.22,0.0,30346884.1,100.0,2019,年度报告
004672,华夏短债债券A,2020-04-09 00:00:00,2019-12-31 00:00:00,556934543.84,67.1,273076603.12,32.9,2019,年度报告
004673,华夏短债债券C,2020-04-09 00:00:00,2019-12-31 00:00:00,185.41,0.0,2346632261.43,100.0,2019,年度报告
004695,东兴未来价值灵活配置混合A,2020-03-27 00:00:00,2019-12-31 00:00:00,0.0,0.0,141607036.42,100.0,2019,年度报告
004736,富国鼎利纯债三个月定期开放债券,2020-03-31 00:00:00,2019-12-31 00:00:00,1866259333.09,100.0,0.0,0.0,2019,年度报告
004740,中欧瑞丰灵活配置混合(LOF)C,2020-04-01 00:00:00,2019-12-31 00:00:00,0.0,0.0,6298662.8,100.0,2019,年度报告
004788,富荣沪深300指数增强A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,2480710.83,100.0,2019,年度报告
004789,富荣沪深300指数增强C,2020-04-29 00:00:00,2019-12-31 00:00:00,61470371.28,41.54,86506598.13,58.46,2019,年度报告
004790,富荣中证500指数增强A,2020-04-29 00:00:00,2019-12-31 00:00:00,0.0,0.0,1546878.41,100.0,2019,年度报告
004791,富荣中证500指数增强C,2020-04-29 00:00:00,2019-12-31 00:00:00,14000000.0,96.1361,562682.75,3.8639,2019,年度报告
004827,平安中短债债券A,2020-04-30 00:00:00,2019-12-31 00:00:00,1864884231.9,95.41,89656700.06,4.59,2019,年度报告
004828,平安中短债债券C,2020-04-30 00:00:00,2019-12-31 00:00:00,5078052.76,43.84,6505166.74,56.16,2019,年度报告
004839,银华安颐中短债双月持有期债券A,2020-04-18 00:00:00,2019-12-31 00:00:00,9949019476.32,100.0,0.55,0.0,2019,年度报告
004897,长安泓源纯债债券A,2020-03-31 00:00:00,2019-12-31 00:00:00,72784.21,0.05,134777820.41,99.95,2019,年度报告
004898,长安泓源纯债债券C,2020-03-31 00:00:00,2019-12-31 00:00:00,9944.38,0.0,853122955.27,100.0,2019,年度报告
