基金代码,基金全称,基金简称,管理人,托管人,基金类型,成立日期,到期日期,管理费率,托管费率
006490,招商添裕纯债债券型证券投资基金C类,招商添裕纯债债券C,招商基金管理有限公司,交通银行股份有限公司,债券型,20190213,30001231,0.3%,0.1%
006498,中科沃土沃盛纯债债券型证券投资基金A类,中科沃土沃盛纯债债券A,中科沃土基金管理有限公司,中国工商银行股份有限公司,债券型,20191212,20220616,0.4%,0.1%
006499,中科沃土沃盛纯债债券型证券投资基金C类,中科沃土沃盛纯债债券C,中科沃土基金管理有限公司,中国工商银行股份有限公司,债券型,20191212,20220616,0.4%,0.1%
006500,建信润利增强债券型证券投资基金A类,建信润利增强债券A,建信基金管理有限责任公司,交通银行股份有限公司,债券型,20190326,30001231,0.7%,0.2%
006501,建信润利增强债券型证券投资基金C类,建信润利增强债券C,建信基金管理有限责任公司,交通银行股份有限公司,债券型,20190326,30001231,0.7%,0.2%
006509,国联安增盈纯债债券型证券投资基金A类,国联安增盈纯债债券A,国联安基金管理有限公司,江苏银行股份有限公司,债券型,20190508,30001231,0.3%,0.1%
006510,国联安增盈纯债债券型证券投资基金C类,国联安增盈纯债债券C,国联安基金管理有限公司,江苏银行股份有限公司,债券型,20190508,30001231,0.3%,0.1%
006522,财通新兴蓝筹混合型证券投资基金A类,财通新兴蓝筹混合A,财通基金管理有限公司,中国工商银行股份有限公司,混合型,20190228,30001231,1.2%,0.2%
006523,财通新兴蓝筹混合型证券投资基金C类,财通新兴蓝筹混合C,财通基金管理有限公司,中国工商银行股份有限公司,混合型,20190228,30001231,1.2%,0.2%
006526,鹏华优选回报灵活配置混合型证券投资基金A类,鹏华优选回报灵活配置混合A,鹏华基金管理有限公司,中国工商银行股份有限公司,混合型,20190115,30001231,1.2%,0.2%
006527,富国优质发展混合型证券投资基金A类,富国优质发展混合A,富国基金管理有限公司,中国民生银行股份有限公司,混合型,20190125,30001231,1.2%,0.2%
006528,富国优质发展混合型证券投资基金C类,富国优质发展混合C,富国基金管理有限公司,中国民生银行股份有限公司,混合型,20190125,30001231,1.2%,0.2%
006529,中欧匠心两年持有期混合型证券投资基金A类,中欧匠心两年持有期混合A,中欧基金管理有限公司,中国工商银行股份有限公司,混合型,20190611,30001231,1.2%,0.2%
006530,中欧匠心两年持有期混合型证券投资基金C类,中欧匠心两年持有期混合C,中欧基金管理有限公司,中国工商银行股份有限公司,混合型,20190611,30001231,1.2%,0.2%
006533,易方达科融混合型证券投资基金,易方达科融混合,易方达基金管理有限公司,交通银行股份有限公司,混合型,20190326,30001231,1.2%,0.2%
006534,农银汇理永盛定期开放混合型证券投资基金,农银汇理永盛定期开放混合,农银汇理基金管理有限公司,中国银行股份有限公司,混合型,20190312,20220415,1.2%,0.25%
006535,恒生前海恒锦裕利混合型证券投资基金A类,恒生前海恒锦裕利混合A,恒生前海基金管理有限公司,中国农业银行股份有限公司,混合型,20190320,30001231,0.4%,0.05%
006536,恒生前海恒锦裕利混合型证券投资基金C类,恒生前海恒锦裕利混合C,恒生前海基金管理有限公司,中国农业银行股份有限公司,混合型,20190320,30001231,0.4%,0.05%
006537,恒生前海港股通精选混合型证券投资基金,恒生前海港股通精选混合,恒生前海基金管理有限公司,上海浦东发展银行股份有限公司,混合型,20190918,30001231,1.5%,0.25%
006544,平安惠聚纯债债券型证券投资基金,平安惠聚纯债债券,平安基金管理有限公司,上海银行股份有限公司,债券型,20190122,30001231,0.3%,0.1%
006549,国金惠盈纯债债券型证券投资基金A类,国金惠盈纯债债券A,国金基金管理有限公司,宁波银行股份有限公司,债券型,20190403,30001231,0.3%,0.1%
006555,浦银安盛全球智能科技股票型证券投资基金(QDII)A类,浦银安盛全球智能科技股票(QDII)A,浦银安盛基金管理有限公司,招商银行股份有限公司,其他型,20190129,30001231,1.8%,0.35%
006556,海富通研究精选混合型证券投资基金C类,海富通研究精选混合C,海富通基金管理有限公司,中国工商银行股份有限公司,混合型,20190129,30001231,1.2%,0.2%
006557,海富通研究精选混合型证券投资基金A类,海富通研究精选混合A,海富通基金管理有限公司,中国工商银行股份有限公司,混合型,20190129,30001231,1.2%,0.2%
006560,华夏中证四川国企改革交易型开放式指数证券投资基金发起式联接基金A类,华夏中证四川国企改革ETF发起式联接A,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20200407,20221103,0.5%,0.05%
006561,华夏中证四川国企改革交易型开放式指数证券投资基金发起式联接基金C类,华夏中证四川国企改革ETF发起式联接C,华夏基金管理有限公司,中国建设银行股份有限公司,股票型,20200407,20221103,0.5%,0.05%
006564,圆信永丰精选回报混合型证券投资基金,圆信永丰精选回报混合,圆信永丰基金管理有限公司,兴业银行股份有限公司,混合型,20190515,30001231,1.2%,0.2%
006565,光大保德信尊泰三年定期开放债券型证券投资基金,光大保德信尊泰三年定期开放债券,光大保德信基金管理有限公司,中国光大银行股份有限公司,债券型,20191205,30001231,0.15%,0.05%
006573,人保行业轮动混合型证券投资基金A类,人保行业轮动混合A,中国人保资产管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
006574,人保行业轮动混合型证券投资基金C类,人保行业轮动混合C,中国人保资产管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
006575,华安养老目标日期2030三年持有期混合型发起式基金中基金(FOF)A类,华安养老目标日期2030三年持有期混合(FOF)A,华安基金管理有限公司,中国建设银行股份有限公司,混合型,20190426,30001231,0.9%,0.2%
006580,兴全安泰平衡养老目标三年持有期混合型基金中基金(FOF)A类,兴全安泰平衡养老目标三年持有期混合(FOF)A,兴证全球基金管理有限公司,招商银行股份有限公司,混合型,20190125,30001231,0.5%,0.15%
006581,建信优享稳健养老目标一年持有期混合型基金中基金(FOF)A类,建信优享稳健养老目标一年持有期混合(FOF)A,建信基金管理有限责任公司,中国农业银行股份有限公司,混合型,20190131,30001231,0.6%,0.15%
006593,博道中证500指数增强型证券投资基金A类,博道中证500指数增强A,博道基金管理有限公司,招商银行股份有限公司,股票型,20190103,30001231,0.75%,0.1%
006594,博道中证500指数增强型证券投资基金C类,博道中证500指数增强C,博道基金管理有限公司,招商银行股份有限公司,股票型,20190103,30001231,0.75%,0.1%
006595,广发港股通优质增长混合型证券投资基金A类,广发港股通优质增长混合A,广发基金管理有限公司,上海浦东发展银行股份有限公司,混合型,20190506,30001231,1.2%,0.2%
006600,人保沪深300指数型证券投资基金,人保沪深300指数,中国人保资产管理有限公司,交通银行股份有限公司,股票型,20190228,30001231,0.45%,0.1%
006601,国融融泰灵活配置混合型证券投资基金A类,国融融泰灵活配置混合A,国融基金管理有限公司,江苏银行股份有限公司,混合型,20190130,30001231,0.6%,0.2%
006602,国融融泰灵活配置混合型证券投资基金C类,国融融泰灵活配置混合C,国融基金管理有限公司,江苏银行股份有限公司,混合型,20190130,30001231,0.6%,0.2%
006603,嘉实互融精选股票型证券投资基金,嘉实互融精选股票,嘉实基金管理有限公司,中国工商银行股份有限公司,股票型,20190228,30001231,1.2%,0.2%
006604,嘉实消费精选股票型证券投资基金A类,嘉实消费精选股票A,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20190403,30001231,1.2%,0.2%
006605,嘉实消费精选股票型证券投资基金C类,嘉实消费精选股票C,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20190403,30001231,1.2%,0.2%
006608,泓德研究优选混合型证券投资基金,泓德研究优选混合,泓德基金管理有限公司,中国工商银行股份有限公司,混合型,20190527,30001231,1.2%,0.2%
006609,申万菱信安泰瑞利中短债债券型证券投资基金A类,申万菱信安泰瑞利中短债债券A,申万菱信基金管理有限公司,中国工商银行股份有限公司,债券型,20190904,30001231,0.3%,0.1%
006610,银华远见混合型发起式证券投资基金,银华远见混合,银华基金管理股份有限公司,中国建设银行股份有限公司,混合型,20190228,20220315,1.5%,0.25%
006614,嘉实恒生港股通新经济指数证券投资基金(LOF)C类,嘉实恒生港股通新经济指数(LOF)C,嘉实基金管理有限公司,中国银行股份有限公司,股票型,20190114,30001231,0.75%,0.15%
006615,工银瑞信战略新兴产业混合型证券投资基金A类,工银瑞信战略新兴产业混合A,工银瑞信基金管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
006616,工银瑞信战略新兴产业混合型证券投资基金C类,工银瑞信战略新兴产业混合C,工银瑞信基金管理有限公司,中国银行股份有限公司,混合型,20190424,30001231,1.2%,0.2%
006617,工银瑞信瑞泽定期开放债券型证券投资基金,工银瑞信瑞泽定期开放债券,工银瑞信基金管理有限公司,江苏银行股份有限公司,债券型,20190718,30001231,0.3%,0.1%
006620,华夏养老目标日期2045三年持有期混合型基金中基金(FOF)A类,华夏养老目标日期2045三年持有期混合(FOF)A,华夏基金管理有限公司,中国农业银行股份有限公司,混合型,20190409,30001231,0.9%,0.2%
006621,华夏养老目标日期2045三年持有期混合型基金中基金(FOF)C类,华夏养老目标日期2045三年持有期混合(FOF)C,华夏基金管理有限公司,中国农业银行股份有限公司,混合型,20190409,30001231,0.9%,0.2%
006622,华夏养老目标日期2035三年持有期混合型发起式基金中基金(FOF)A类,华夏养老目标日期2035三年持有期混合(FOF)A,华夏基金管理有限公司,招商银行股份有限公司,混合型,20190424,30001231,0.6%,0.2%
006623,华夏养老目标日期2035三年持有期混合型发起式基金中基金(FOF)C类,华夏养老目标日期2035三年持有期混合(FOF)C,华夏基金管理有限公司,招商银行股份有限公司,混合型,20190424,30001231,0.6%,0.2%
006624,中泰玉衡价值优选灵活配置混合型证券投资基金A类,中泰玉衡价值优选灵活配置混合A,中泰证券(上海)资产管理有限公司,招商银行股份有限公司,混合型,20190320,30001231,1.2%,0.2%
006626,山西证券超短债债券型证券投资基金A类,山西证券超短债债券A,山西证券股份有限公司,交通银行股份有限公司,债券型,20190121,30001231,0.3%,0.1%
006627,山西证券超短债债券型证券投资基金C类,山西证券超短债债券C,山西证券股份有限公司,交通银行股份有限公司,债券型,20190121,30001231,0.3%,0.1%
006631,鑫元臻利债券型证券投资基金A类,鑫元臻利债券A,鑫元基金管理有限公司,中国光大银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
006632,鑫元臻利债券型证券投资基金C类,鑫元臻利债券C,鑫元基金管理有限公司,中国光大银行股份有限公司,债券型,20190125,30001231,0.3%,0.1%
006636,华富恒欣纯债债券型证券投资基金A类,华富恒欣纯债债券A,华富基金管理有限公司,中国光大银行股份有限公司,债券型,20190506,30001231,0.3%,0.1%
006637,华富恒欣纯债债券型证券投资基金C类,华富恒欣纯债债券C,华富基金管理有限公司,中国光大银行股份有限公司,债券型,20190506,30001231,0.3%,0.1%
